"","Gender","Location","Age","ss","sj","st","sd","so"
"2215","M","B","T",63,40,63,28,55
"2216","M","B","T",97,41,83,27,73
"2217","M","B","T",91,36,20,67,49
"2218","M","B","T",91,70,89,5,83
"2219","M","B","T",31,49,55,19,45
"2220","M","B","T",63,30,12,52,35
"2221","M","B","T",85,50,58,18,64
"2222","M","B","T",51,38,36,70,42
"2223","M","B","T",93,30,19,53,47
"2224","M","B","T",61,36,46,68,48
"2225","M","B","T",70,33,56,63,53
"2226","M","B","T",88,39,52,71,60
"2227","M","B","T",27,32,12,59,24
"2228","M","B","T",63,33,55,38,50
"2229","M","B","T",59,57,1,13,39
"2230","M","B","T",34,50,71,18,51
"2231","M","B","T",100,33,77,63,70
"2232","M","B","T",78,32,70,40,60
"2233","M","B","T",44,34,74,35,51
"2234","M","B","T",13,42,75,75,44
"2235","M","B","T",51,50,98,18,66
"2236","M","B","T",27,35,43,66,35
"2237","M","B","T",65,47,75,21,62
"2238","M","B","T",97,32,4,39,44
"2239","M","B","T",2,56,16,14,25
"2240","M","B","T",73,52,57,17,60
"2241","M","B","T",8,74,90,3,57
"2242","M","B","T",48,33,21,62,34
"2243","M","B","T",84,37,88,31,69
"2244","M","B","T",65,37,37,69,47
"2245","M","B","T",18,56,12,14,29
"2246","M","B","T",18,78,76,1,57
"2247","M","B","T",32,78,77,1,62
"2248","M","B","T",46,34,90,36,56
"2249","M","B","T",85,59,74,12,72
"2250","M","B","T",87,31,57,44,58
"2251","M","B","U",20,64,18,9,34
"2252","M","B","U",38,31,93,44,54
"2253","M","B","U",36,45,95,77,59
"2254","M","B","U",21,44,19,76,28
"2255","M","B","U",16,78,85,1,59
"2256","M","B","U",66,46,31,22,47
"2257","M","B","U",89,40,1,72,44
"2258","M","B","U",55,31,47,44,44
"2259","M","B","U",61,36,97,67,65
"2260","M","B","U",71,54,65,15,63
"2261","M","B","U",97,76,82,2,84
"2262","M","B","U",86,32,88,61,69
"2263","M","B","U",70,30,66,48,55
"2264","M","B","U",87,35,86,66,69
"2265","M","B","U",52,40,14,28,35
"2266","M","B","U",59,32,20,60,37
"2267","M","B","U",69,46,25,78,47
"2268","M","B","U",30,45,63,23,46
"2269","M","B","U",7,38,15,30,20
"2270","M","B","U",18,42,99,26,53
"2271","M","B","U",11,31,77,44,40
"2272","M","B","U",16,30,52,53,33
"2273","M","B","U",58,36,84,67,59
"2274","M","B","U",84,67,15,7,55
"2275","M","B","U",58,38,80,70,59
"2276","M","B","U",24,30,6,51,20
"2277","M","B","U",38,42,80,26,53
"2278","M","B","U",58,32,31,39,40
"2279","M","B","U",5,37,53,31,32
"2280","M","B","U",69,30,0,55,33
"2281","M","B","U",96,46,15,78,53
"2282","M","B","U",94,45,21,77,54
"2283","M","B","U",51,46,73,22,56
"2284","M","B","U",35,33,20,38,29
"2285","M","B","U",80,34,57,35,57
"2286","M","B","U",92,33,32,63,52
"2287","M","B","U",26,30,100,51,52
"2288","M","B","U",64,70,15,5,49
"2289","M","B","U",60,34,80,36,58
"2290","M","B","U",51,33,6,63,30
"2291","M","B","U",36,35,98,66,56
"2292","M","B","U",85,67,45,7,65
"2293","M","B","U",83,45,5,23,44
"2294","M","B","U",60,41,17,27,39
"2295","M","B","U",59,64,62,9,61
"2296","M","B","U",91,70,2,5,54
"2297","M","B","U",97,57,48,13,67
"2298","M","B","U",35,46,82,22,54
"2299","M","B","U",36,38,52,70,42
"2300","M","B","U",54,31,30,56,39
"2301","M","B","U",34,62,95,10,63
"2302","M","B","U",75,31,73,58,60
"2303","M","B","U",51,46,5,22,34
"2304","M","B","U",63,40,27,72,44
"2305","M","B","U",86,32,6,40,41
"2306","M","B","U",57,32,19,60,36
"2307","M","B","U",56,33,48,38,46
"2308","M","B","U",73,44,81,76,66
"2309","M","B","U",83,48,47,20,59
"2310","M","B","U",75,36,56,33,55
"2311","M","B","U",50,30,84,48,55
"2312","M","B","U",71,30,16,52,39
"2313","M","B","U",95,49,91,19,78
"2314","M","B","U",56,67,49,7,57
"2315","M","B","U",87,31,89,44,69
"2316","M","B","U",43,31,81,44,52
"2317","M","B","U",49,72,4,4,41
"2318","M","B","U",73,72,61,4,68
"2319","M","B","U",22,42,35,25,33
"2320","M","B","U",58,30,62,54,50
"2321","M","B","U",6,36,31,32,24
"2322","M","B","U",47,39,32,71,40
"2323","M","B","U",4,30,75,54,37
"2324","M","B","U",90,41,18,73,50
"2325","M","B","U",18,69,9,6,32
"2326","M","B","U",8,32,1,40,14
"2327","M","B","U",64,30,24,49,39
"2328","M","B","U",79,33,80,63,64
"2329","M","B","U",57,30,89,55,59
"2330","M","B","U",95,32,44,39,57
"2331","M","B","U",23,56,66,14,48
"2332","M","B","U",73,31,68,58,57
"2333","M","B","U",78,30,2,53,37
"2334","M","B","U",28,45,13,77,29
"2335","M","B","U",91,80,56,0,75
"2336","M","B","U",82,69,7,6,52
"2337","M","B","U",24,45,22,23,30
"2338","M","B","U",30,32,65,39,42
"2339","M","B","U",34,35,6,66,25
"2340","M","B","U",94,31,81,57,69
"2341","M","B","U",56,36,88,68,60
"2342","M","B","U",15,46,13,78,25
"2343","M","B","U",73,40,83,72,65
"2344","M","B","U",84,64,70,9,72
"2345","M","B","U",49,65,63,8,58
"2346","M","B","U",24,31,24,57,27
"2347","M","B","U",75,47,37,21,53
"2348","M","B","U",2,42,4,26,16
"2349","M","B","U",52,32,21,40,35
"2350","M","B","U",2,46,21,22,23
"2351","M","B","U",54,70,20,5,48
"2352","M","B","U",61,59,40,12,53
"2353","M","B","U",36,31,95,56,54
"2354","M","B","U",86,36,99,68,74
"2355","M","B","U",69,33,36,62,46
"2356","M","B","U",29,31,88,58,49
"2357","M","B","U",35,31,12,44,26
"2358","M","B","U",78,34,39,36,50
"2359","M","B","U",19,30,36,48,29
"2360","M","B","U",56,31,6,42,31
"2361","M","B","U",65,64,32,9,53
"2362","M","B","U",64,60,86,11,69
"2363","M","B","U",11,42,74,74,43
"2364","M","B","U",58,33,50,62,47
"2365","M","B","U",64,52,20,17,45
"2366","M","B","U",91,42,87,26,73
"2367","M","B","U",14,45,82,23,47
"2368","M","B","U",27,37,73,31,46
"2369","M","B","U",12,32,92,60,45
"2370","M","B","U",55,46,75,22,58
"2371","M","B","U",79,42,6,74,43
"2372","M","B","U",59,32,40,61,44
"2373","M","B","U",17,31,62,58,37
"2374","M","B","U",35,42,79,74,52
"2375","M","B","U",77,30,94,48,67
"2376","M","B","U",55,30,19,45,35
"2377","M","B","U",12,31,74,42,39
"2378","M","B","U",47,30,3,47,27
"2379","M","B","U",1,35,15,34,17
"2380","M","B","U",89,32,70,60,64
"2381","M","B","U",84,38,48,30,56
"2382","M","B","U",84,31,84,42,66
"2383","M","B","U",1,69,52,6,40
"2384","M","B","U",76,30,87,55,64
"2385","M","B","U",22,46,25,78,31
"2386","M","B","U",100,40,85,72,75
"2387","M","B","U",58,35,63,34,52
"2388","M","B","U",6,46,79,78,44
"2389","M","B","U",52,32,8,61,31
"2390","M","B","U",56,54,3,15,37
"2391","M","B","U",94,41,91,27,75
"2392","M","B","U",37,62,100,10,66
"2393","M","B","U",33,48,23,20,35
"2394","M","B","U",7,48,3,20,19
"2395","M","B","U",5,31,22,57,20
"2396","M","B","U",25,36,13,68,25
"2397","M","B","U",83,31,29,58,48
"2398","M","B","U",67,34,91,36,64
"2399","M","B","U",97,33,53,63,61
"2400","M","B","U",42,37,42,31,40
"2401","M","B","U",70,39,25,29,45
"2402","M","B","U",13,42,29,25,28
"2403","M","B","U",86,60,72,11,72
"2404","M","B","U",83,74,56,3,70
"2405","M","B","U",80,36,70,32,62
"2406","M","B","U",99,32,95,59,75
"2407","M","B","U",56,40,71,28,55
"2408","M","B","U",22,47,88,79,53
"2409","M","B","U",15,47,56,79,40
"2410","M","B","U",11,44,85,76,47
"2411","M","B","U",48,36,80,67,55
"2412","M","B","U",27,57,32,13,38
"2413","M","B","U",87,59,73,12,72
"2414","M","B","U",67,30,75,51,57
"2415","M","B","U",76,76,42,2,64
"2416","M","B","U",9,32,14,59,19
"2417","M","B","U",55,30,81,50,55
"2418","M","B","U",49,70,69,5,62
"2419","M","B","U",61,46,56,78,55
"2420","M","B","U",98,34,29,35,53
"2421","M","B","U",91,40,20,72,51
"2422","M","B","U",23,39,98,71,54
"2423","M","B","U",60,50,98,18,69
"2424","M","B","U",19,46,78,22,47
"2425","M","B","U",95,54,27,15,58
"2426","M","B","U",45,59,44,12,49
"2427","M","B","U",49,33,66,37,49
"2428","M","B","U",38,46,25,78,37
"2429","M","B","U",88,31,59,42,59
"2430","M","B","U",78,49,26,19,51
"2431","M","B","U",95,46,15,78,52
"2432","M","B","U",5,42,73,26,40
"2433","M","B","U",47,30,84,48,54
"2434","M","B","U",12,42,83,74,46
"2435","M","B","U",49,31,27,42,36
"2436","M","B","U",67,40,53,28,53
"2437","M","B","U",2,41,15,73,20
"2438","M","B","U",91,74,91,3,85
"2439","M","B","U",18,36,9,67,21
"2440","M","B","U",80,30,96,50,68
"2441","M","B","U",32,30,74,53,45
"2442","M","B","U",32,39,4,29,25
"2443","M","B","U",30,42,33,75,35
"2444","M","B","U",18,65,40,8,41
"2445","M","B","U",82,45,1,23,42
"2446","M","B","U",45,30,79,47,51
"2447","M","B","U",60,37,92,69,63
"2448","M","B","U",65,64,12,9,47
"2449","M","B","U",48,37,30,69,39
"2450","M","B","U",98,34,82,65,71
"2451","M","B","U",61,33,4,63,33
"2452","M","B","U",75,62,94,10,76
"2453","M","B","U",24,30,91,45,48
"2454","M","B","U",8,41,43,73,31
"2455","M","B","U",45,64,31,9,46
"2456","M","B","U",94,48,82,80,75
"2457","M","B","U",86,30,15,49,44
"2458","M","B","U",29,30,25,51,28
"2459","M","B","U",50,42,27,75,40
"2460","M","B","U",76,34,98,36,69
"2461","M","B","U",45,32,34,39,37
"2462","M","B","U",43,31,49,42,41
"2463","M","B","U",84,39,97,71,73
"2464","M","B","U",12,36,69,33,39
"2465","M","B","U",13,30,73,55,39
"2466","M","B","U",87,54,9,15,50
"2467","M","B","U",53,30,14,52,33
"2468","M","B","U",11,32,61,59,35
"2469","M","B","U",99,42,65,75,69
"2470","M","B","U",32,34,32,36,33
"2471","M","B","U",11,42,74,26,42
"2472","M","B","U",1,42,40,75,28
"2473","M","B","U",58,32,0,59,30
"2474","M","B","U",20,35,52,34,36
"2475","M","B","U",22,56,88,14,55
"2476","M","B","U",20,62,56,10,46
"2477","M","B","U",18,32,15,39,22
"2478","M","B","U",46,41,71,27,52
"2479","M","B","U",87,31,57,56,58
"2480","M","B","U",35,30,60,50,42
"2481","M","B","U",25,34,73,35,44
"2482","M","B","U",77,44,2,76,41
"2483","M","B","U",99,30,55,54,61
"2484","M","B","U",12,32,7,39,17
"2485","M","B","U",80,35,30,34,48
"2486","M","B","U",12,60,88,11,53
"2487","M","B","U",92,30,24,51,49
"2488","M","B","U",96,46,87,78,76
"2489","M","B","U",99,34,21,35,51
"2490","M","B","U",63,46,1,22,37
"2491","M","B","U",81,33,78,63,64
"2492","M","B","U",14,80,12,0,35
"2493","M","B","U",96,70,56,5,73
"2494","M","B","U",46,30,74,52,50
"2495","M","B","U",61,34,85,65,60
"2496","M","B","U",72,70,58,5,66
"2497","M","B","U",48,31,9,58,30
"2498","M","B","U",88,64,58,9,69
"2499","M","B","U",12,31,4,43,16
"2500","M","B","U",59,47,64,21,56
"2501","M","B","L",17,59,85,12,53
"2502","M","B","L",55,33,45,62,45
"2503","M","B","L",3,54,3,15,20
"2504","M","B","L",99,30,40,54,56
"2505","M","B","L",74,78,84,1,78
"2506","M","B","L",58,34,16,64,36
"2507","M","B","L",23,64,84,9,57
"2508","M","B","L",21,40,56,28,39
"2509","M","B","L",34,32,0,39,22
"2510","M","B","L",33,53,24,16,36
"2511","M","B","L",89,36,94,68,73
"2512","M","B","L",50,36,81,68,56
"2513","M","B","L",64,42,28,75,45
"2514","M","B","L",50,36,11,32,32
"2515","M","B","L",58,54,28,15,46
"2516","M","B","L",25,44,19,24,29
"2517","M","B","L",19,31,26,56,26
"2518","M","B","L",55,42,36,74,45
"2519","M","B","L",17,41,71,73,43
"2520","M","B","L",78,69,14,6,53
"2521","M","B","L",68,34,52,36,51
"2522","M","B","L",38,50,67,18,51
"2523","M","B","L",85,36,23,68,48
"2524","M","B","L",53,31,73,57,52
"2525","M","B","L",71,76,97,2,81
"2526","M","B","L",13,46,3,22,21
"2527","M","B","L",34,30,97,55,54
"2528","M","B","L",96,78,53,1,75
"2529","M","B","L",39,32,30,41,34
"2530","M","B","L",74,47,57,21,59
"2531","M","B","L",23,54,10,15,29
"2532","M","B","L",49,34,24,36,36
"2533","M","B","L",77,30,21,51,43
"2534","M","B","L",68,40,38,72,49
"2535","M","B","L",27,39,9,71,25
"2536","M","B","L",40,69,37,6,48
"2537","M","B","L",22,32,26,61,27
"2538","M","B","L",20,53,41,16,38
"2539","M","B","L",11,42,94,74,49
"2540","M","B","L",55,39,52,29,48
"2541","M","B","L",13,33,34,37,27
"2542","M","B","L",29,30,31,52,30
"2543","M","B","L",75,53,25,16,51
"2544","M","B","L",49,62,27,10,46
"2545","M","B","L",14,34,83,35,44
"2546","M","B","L",86,41,22,73,50
"2547","M","B","L",90,72,37,4,66
"2548","M","B","L",4,31,91,43,42
"2549","M","B","L",62,44,90,24,65
"2550","M","B","L",62,46,38,22,48
"2551","M","B","L",20,31,99,58,50
"2552","M","B","L",12,30,14,54,19
"2553","M","B","L",11,31,74,56,39
"2554","M","B","L",19,42,53,25,38
"2555","M","B","L",67,32,69,61,56
"2556","M","B","L",5,74,26,3,35
"2557","M","B","L",64,34,87,35,61
"2558","M","B","L",0,32,10,60,14
"2559","M","B","L",50,30,48,45,43
"2560","M","B","L",83,42,71,25,65
"2561","M","B","L",89,59,18,12,55
"2562","M","B","L",59,44,93,24,65
"2563","M","B","L",29,33,63,62,42
"2564","M","B","L",61,40,16,72,39
"2565","M","B","L",9,33,51,62,31
"2566","M","B","L",19,35,77,66,44
"2567","M","B","L",81,30,63,50,58
"2568","M","B","L",97,31,13,58,47
"2569","M","B","L",6,74,74,3,51
"2570","M","B","L",70,32,3,60,35
"2571","M","B","L",60,33,49,63,47
"2572","M","B","L",55,70,96,5,73
"2573","M","B","L",8,78,89,1,58
"2574","M","B","L",13,33,97,62,48
"2575","M","B","L",65,30,78,50,58
"2576","M","B","L",32,49,58,19,46
"2577","M","B","L",26,57,54,13,45
"2578","M","B","L",93,34,79,64,69
"2579","M","B","L",90,62,16,10,56
"2580","M","B","L",67,45,71,23,61
"2581","M","B","L",18,32,39,41,30
"2582","M","B","L",46,30,46,50,41
"2583","M","B","L",29,30,26,50,29
"2584","M","B","L",8,32,5,41,15
"2585","M","B","L",69,34,40,36,48
"2586","M","B","L",85,38,96,30,73
"2587","M","B","L",48,34,55,35,46
"2588","M","B","L",1,32,71,60,35
"2589","M","B","L",65,42,78,75,62
"2590","M","B","L",18,72,10,4,33
"2591","M","B","L",71,31,29,58,44
"2592","M","B","L",21,32,7,41,20
"2593","M","B","L",93,42,95,74,77
"2594","M","B","L",17,40,36,28,31
"2595","M","B","L",93,32,44,59,56
"2596","M","B","L",92,33,52,37,59
"2597","M","B","L",98,37,18,69,51
"2598","M","B","L",45,54,72,15,57
"2599","M","B","L",65,30,46,52,47
"2600","M","B","L",36,45,97,23,59
"2601","M","B","L",77,30,18,47,42
"2602","M","B","L",23,46,63,22,44
"2603","M","B","L",29,33,80,62,47
"2604","M","B","L",81,30,55,47,55
"2605","M","B","L",26,72,80,4,59
"2606","M","B","L",89,31,92,42,70
"2607","M","B","L",24,41,16,27,27
"2608","M","B","L",47,39,45,29,44
"2609","M","B","L",86,45,64,23,65
"2610","M","B","L",97,40,17,28,51
"2611","M","B","L",32,32,49,59,38
"2612","M","B","L",31,30,84,52,48
"2613","M","B","L",38,40,35,72,38
"2614","M","B","L",47,32,49,61,43
"2615","M","B","L",45,33,96,38,58
"2616","M","B","L",50,40,3,28,31
"2617","M","B","L",94,80,69,0,80
"2618","M","B","L",59,30,62,50,50
"2619","M","B","L",82,34,67,36,61
"2620","M","B","L",79,76,82,2,78
"2621","M","B","L",94,42,68,74,68
"2622","M","B","L",97,31,90,43,72
"2623","M","B","L",58,46,3,78,36
"2624","M","B","L",5,34,82,35,40
"2625","M","B","L",28,32,50,40,37
"2626","M","B","L",51,30,88,49,56
"2627","M","B","L",17,33,41,38,30
"2628","M","B","L",31,45,61,23,45
"2629","M","B","L",49,74,95,3,72
"2630","M","B","L",66,31,87,57,61
"2631","M","B","L",51,40,6,72,33
"2632","M","B","L",96,45,96,77,79
"2633","M","B","L",17,38,54,30,36
"2634","M","B","L",36,69,77,6,60
"2635","M","B","L",78,40,77,28,65
"2636","M","B","L",76,42,17,25,45
"2637","M","B","L",81,42,84,26,69
"2638","M","B","L",2,30,12,46,15
"2639","M","B","L",93,53,64,16,69
"2640","M","B","L",42,40,70,72,51
"2641","M","B","L",23,36,59,68,40
"2642","M","B","L",4,46,95,22,48
"2643","M","B","L",97,72,24,4,64
"2644","M","B","L",62,32,83,61,59
"2645","M","B","L",20,30,55,54,35
"2646","M","B","L",74,36,32,33,47
"2647","M","B","L",57,32,2,61,31
"2648","M","B","L",21,39,27,29,29
"2649","M","B","L",48,40,21,72,37
"2650","M","B","L",5,33,82,38,40
"2651","M","B","L",52,30,45,50,42
"2652","M","B","L",81,37,84,69,67
"2653","M","B","L",63,41,57,73,54
"2654","M","B","L",66,54,74,15,64
"2655","M","B","L",94,34,95,36,74
"2656","M","B","L",39,30,97,55,55
"2657","M","B","L",81,45,62,77,63
"2658","M","B","L",87,30,96,47,71
"2659","M","B","L",78,30,89,52,66
"2660","M","B","L",50,50,61,18,53
"2661","M","B","L",33,42,42,26,39
"2662","M","B","L",53,41,97,73,64
"2663","M","B","L",73,64,56,9,64
"2664","M","B","L",72,44,53,24,56
"2665","M","B","L",40,65,56,8,53
"2666","M","B","L",82,65,80,8,75
"2667","M","B","L",35,32,78,60,48
"2668","M","B","L",60,56,6,14,40
"2669","M","B","L",0,64,45,9,36
"2670","M","B","L",14,59,74,12,49
"2671","M","B","L",43,30,25,48,33
"2672","M","B","L",52,34,83,64,56
"2673","M","B","L",84,45,21,23,50
"2674","M","B","L",79,52,6,17,45
"2675","M","B","L",32,30,11,55,25
"2676","M","B","L",60,59,70,12,62
"2677","M","B","L",77,37,96,69,70
"2678","M","B","L",15,70,39,5,41
"2679","M","B","L",60,56,55,14,57
"2680","M","B","L",100,35,24,34,53
"2681","M","B","L",11,45,69,23,41
"2682","M","B","L",46,35,1,34,27
"2683","M","B","L",16,36,42,32,31
"2684","M","B","L",17,78,58,1,50
"2685","M","B","L",97,30,15,53,47
"2686","M","B","L",5,32,36,39,24
"2687","M","B","L",85,31,45,43,54
"2688","M","B","L",14,38,92,70,48
"2689","M","B","L",9,48,84,20,47
"2690","M","B","L",48,30,91,46,56
"2691","M","B","L",63,32,75,61,57
"2692","M","B","L",57,76,1,2,44
"2693","M","B","L",22,32,86,60,47
"2694","M","B","L",43,45,19,23,36
"2695","M","B","L",32,52,69,17,51
"2696","M","B","L",84,44,28,24,52
"2697","M","B","L",52,62,22,10,45
"2698","M","B","L",3,45,11,23,20
"2699","M","B","L",29,80,47,0,51
"2700","M","B","L",5,42,80,75,43
"2701","M","B","L",34,42,38,75,38
"2702","M","B","L",32,30,1,49,21
"2703","M","B","L",49,45,64,23,52
"2704","M","B","L",91,62,95,10,82
"2705","M","B","L",80,47,5,21,44
"2706","M","B","L",80,46,95,22,73
"2707","M","B","L",81,34,30,64,48
"2708","M","B","L",89,36,35,32,53
"2709","M","B","L",23,46,85,22,51
"2710","M","B","L",38,41,44,73,41
"2711","M","B","L",36,36,23,68,32
"2712","M","B","L",45,33,42,37,40
"2713","M","B","L",47,37,79,31,54
"2714","M","B","L",9,47,47,79,35
"2715","M","B","L",56,36,24,68,39
"2716","M","B","L",32,44,3,76,27
"2717","M","B","L",73,31,37,42,47
"2718","M","B","L",41,30,29,52,34
"2719","M","B","L",66,32,64,60,54
"2720","M","B","L",59,45,36,77,47
"2721","M","B","L",47,34,59,64,47
"2722","M","B","L",0,80,96,0,58
"2723","M","B","L",8,31,49,56,30
"2724","M","B","L",90,30,91,47,70
"2725","M","B","L",15,31,67,57,38
"2726","M","B","L",5,36,18,32,20
"2727","M","B","L",65,47,25,79,46
"2728","M","B","L",9,34,48,64,31
"2729","M","B","L",46,80,25,0,50
"2730","M","B","L",23,74,79,3,58
"2731","M","B","L",10,30,33,52,25
"2732","M","B","L",24,34,7,64,22
"2733","M","B","L",48,30,69,53,49
"2734","M","B","L",38,32,66,61,45
"2735","M","B","L",84,76,30,2,63
"2736","M","B","L",77,33,84,63,65
"2737","M","B","L",30,48,42,20,40
"2738","M","B","L",48,41,15,27,35
"2739","M","B","L",0,74,70,3,48
"2740","M","B","L",65,33,69,37,55
"2741","M","B","L",76,34,95,64,68
"2742","M","B","L",23,42,41,25,35
"2743","M","B","L",61,38,34,70,45
"2744","M","B","L",15,31,17,42,21
"2745","M","B","L",32,65,90,8,62
"2746","M","B","L",33,42,65,25,46
"2747","M","B","L",11,40,40,72,31
"2748","M","B","L",3,31,73,42,36
"2749","M","B","L",57,60,65,11,60
"2750","M","B","L",42,30,13,53,29
"2751","M","B","O",90,59,27,88,59
"2752","M","B","O",69,70,47,95,62
"2753","M","B","O",90,72,44,96,69
"2754","M","B","O",20,72,11,96,35
"2755","M","B","O",63,56,98,86,72
"2756","M","B","O",54,42,81,75,59
"2757","M","B","O",81,57,66,87,68
"2758","M","B","O",98,45,65,77,69
"2759","M","B","O",86,35,94,66,72
"2760","M","B","O",80,74,49,97,68
"2761","M","B","O",61,37,83,69,60
"2762","M","B","O",11,42,79,75,44
"2763","M","B","O",41,41,85,73,56
"2764","M","B","O",12,56,58,86,42
"2765","M","B","O",2,33,27,62,21
"2766","M","B","O",16,33,61,62,37
"2767","M","B","O",90,36,29,67,52
"2768","M","B","O",44,76,70,98,64
"2769","M","B","O",16,34,89,64,47
"2770","M","B","O",57,45,11,77,38
"2771","M","B","O",57,53,96,84,69
"2772","M","B","O",41,65,48,92,52
"2773","M","B","O",57,36,44,67,46
"2774","M","B","O",8,47,42,79,33
"2775","M","B","O",46,64,15,91,42
"2776","M","B","O",98,53,71,84,74
"2777","M","B","O",65,35,89,66,63
"2778","M","B","O",81,46,77,78,68
"2779","M","B","O",25,34,2,65,21
"2780","M","B","O",3,46,63,78,38
"2781","M","B","O",90,52,93,83,78
"2782","M","B","O",40,36,19,67,32
"2783","M","B","O",28,44,56,76,43
"2784","M","B","O",38,42,76,75,52
"2785","M","B","O",74,62,84,90,74
"2786","M","B","O",32,42,31,75,35
"2787","M","B","O",79,41,65,73,62
"2788","M","B","O",16,56,88,86,54
"2789","M","B","O",69,65,23,92,53
"2790","M","B","O",70,54,89,85,71
"2791","M","B","O",55,65,38,92,53
"2792","M","B","O",23,65,56,92,48
"2793","M","B","O",10,35,74,66,40
"2794","M","B","O",55,46,59,78,54
"2795","M","B","O",35,67,86,93,63
"2796","M","B","O",4,56,59,86,40
"2797","M","B","O",5,37,20,69,21
"2798","M","B","O",90,35,79,66,68
"2799","M","B","O",23,70,14,95,36
"2800","M","B","O",36,45,35,77,39
"2801","M","B","O",74,78,3,99,52
"2802","M","B","O",7,36,69,67,38
"2803","M","B","O",44,76,86,98,69
"2804","M","B","O",98,40,91,72,76
"2805","M","B","O",63,62,88,90,71
"2806","M","B","O",12,40,46,72,33
"2807","M","B","O",39,45,18,77,34
"2808","M","B","O",42,40,93,72,58
"2809","M","B","O",98,39,74,71,70
"2810","M","B","O",72,34,86,64,64
"2811","M","B","O",47,69,68,94,62
"2812","M","B","O",67,56,87,86,70
"2813","M","B","O",42,57,22,87,41
"2814","M","B","O",85,69,29,94,61
"2815","M","B","O",86,42,77,75,68
"2816","M","B","O",27,76,67,98,57
"2817","M","B","O",77,41,61,73,60
"2818","M","B","O",69,44,57,76,57
"2819","M","B","O",17,45,1,77,22
"2820","M","B","O",22,36,23,68,27
"2821","M","B","O",90,38,78,70,69
"2822","M","B","O",78,69,68,94,72
"2823","M","B","O",30,52,38,83,40
"2824","M","B","O",55,39,55,71,50
"2825","M","B","O",18,32,58,60,36
"2826","M","B","O",23,40,37,72,34
"2827","M","B","O",31,46,1,78,27
"2828","M","B","O",1,62,89,90,51
"2829","M","B","O",82,64,97,91,81
"2830","M","B","O",68,42,85,74,65
"2831","M","B","O",38,34,84,64,52
"2832","M","B","O",34,36,54,68,42
"2833","M","B","O",7,62,33,90,35
"2834","M","B","O",14,76,85,98,59
"2835","M","B","O",17,65,26,92,37
"2836","M","B","O",78,47,88,79,71
"2837","M","B","O",50,45,2,77,33
"2838","M","B","O",10,42,68,75,40
"2839","M","B","O",75,56,92,86,74
"2840","M","B","O",94,78,79,99,84
"2841","M","B","O",33,48,59,80,47
"2842","M","B","O",12,53,10,84,26
"2843","M","B","O",40,60,80,89,60
"2844","M","B","O",70,44,7,76,41
"2845","M","B","O",98,42,35,75,58
"2846","M","B","O",98,41,63,73,67
"2847","M","B","O",93,44,52,76,63
"2848","M","B","O",48,42,38,74,43
"2849","M","B","O",35,32,99,60,55
"2850","M","B","O",77,33,99,62,70
